id,alias,name
Q16635,🇬🇺,Guam
Q16635,Guåhån,Guam
Q16635,Territory of Guam,Guam
Q16635,US-GU,Guam
Q42976,Red October,October Revolution
Q42976,Red Revolution,October Revolution
Q42976,Bolshevik Revolution,October Revolution
Q42976,October Revolution of 1917,October Revolution
Q43416,Keanu Charles Reeves,Keanu Reeves
Q44063,Laura Jeanne Reese Witherspoon,Reese Witherspoon
Q44063,Laura Witherspoon,Reese Witherspoon
Q69319,Gov. John Kasich,John Kasich
Q69319,Gov. John Kasich Jr.,John Kasich
Q69319,Gov. John R. Kasich Jr.,John Kasich
Q69319,Gov. John Richard Kasich,John Kasich
Q69319,Gov. John Richard Kasich Jr.,John Kasich
Q69319,Governor John Kasich,John Kasich
Q69319,Governor John Kasich Jr.,John Kasich
Q69319,Governor John R. Kasich,John Kasich
Q69319,Governor John R. Kasich Jr.,John Kasich
Q69319,Governor John Richard Kasich,John Kasich
Q69319,Governor John Richard Kasich Jr.,John Kasich
Q69319,John Kasich Jr.,John Kasich
Q69319,John R. Kasich,John Kasich
Q69319,John R. Kasich Jr.,John Kasich
Q69319,John Richard Kasich,John Kasich
Q69319,John Richard Kasich Jr.,John Kasich
Q69319,Rep. John R. Kasich,John Kasich
Q76255,COD4,Call of Duty 4: Modern Warfare
Q76255,Modern Warfare,Call of Duty 4: Modern Warfare
Q76255,MW1,Call of Duty 4: Modern Warfare
Q76255,Call of Duty 4,Call of Duty 4: Modern Warfare
Q76255,Call of Duty: Modern Warfare,Call of Duty 4: Modern Warfare
Q48187,Eric Patrick Clapton,Eric Clapton
Q48187,Slowhand,Eric Clapton
Q49219,City of Irvine,Irvine
Q49219,"Irvine, CA",Irvine
Q49219,"Irvine, California",Irvine
Q93157,Eugene Gladstone O'Neill,Eugene O'Neill
Q93157,Eugene Gladstone O’Neill,Eugene O'Neill
Q93157,Eugene O’Neill,Eugene O'Neill
Q93346,The 'oo,The Who
Q93346,The Horrible 'oo,The Who
Q101978,Tudor,House of Tudor
Q101978,Tudor Dynasty,House of Tudor
Q105167,Thomas Clancy,Tom Clancy
Q105167,Thomas L. Clancy,Tom Clancy
Q105167,"Thomas Leo ""Tom"" Clancy Jr.",Tom Clancy
Q105167,"Thomas Leo ""Tom"" Clancy, Jr.",Tom Clancy
Q105167,Thomas Leo Clancy,Tom Clancy
Q105167,Thomas Leo Clancy Jr.,Tom Clancy
Q105167,"Thomas Leo Clancy, Jr.",Tom Clancy
Q105167,Tom L. Clancy,Tom Clancy
Q105167,Tom Leo Clancy,Tom Clancy
Q105167,Tom Leo Clancy Jr.,Tom Clancy
Q134259,Louis VII,Louis VII of France
Q134259,"Lois VII, the Young",Louis VII of France
Q132783,Hermitage,Hermitage Museum
Q132783,State Hermitage,Hermitage Museum
Q132783,State Hermitage Museum,Hermitage Museum
Q132783,"State Hermitage Museum, St. Petersburg",Hermitage Museum
Q132783,The Hermitage,Hermitage Museum
Q132783,The State Hermitage Museum,Hermitage Museum
Q134541,BEP,Black Eyed Peas
Q134541,Black Eyed Pods,Black Eyed Peas
Q134541,The Black Eyed Peas,Black Eyed Peas
Q134541,The Black Eyed Pods,Black Eyed Peas
Q173496,20th Century Comic Corporation,Marvel Comics
Q173496,"Animirth Comics, Inc.",Marvel Comics
Q173496,Bard Publishing Corp.,Marvel Comics
Q173496,Canam Publishers Sales Corp.,Marvel Comics
Q173496,Chipiden Publishing Corp.,Marvel Comics
Q173496,"Classic Syndicate, Inc.",Marvel Comics
Q173496,"Current Detective Stories, Inc.",Marvel Comics
Q173496,Interstate Publishing Corp.,Marvel Comics
Q173496,Leading Magazine Corporation,Marvel Comics
Q173496,"Magazine Management Co., Inc.",Marvel Comics
Q173496,Male Publishing Corp.,Marvel Comics
Q173496,"Manvis Publications, Inc.",Marvel Comics
Q173496,Marvel Comics Group,Marvel Comics
Q173496,"Marvel Publishing, Inc.",Marvel Comics
Q173496,Mutual Magazine Corporation,Marvel Comics
Q173496,"Newsstand Publications, Inc.",Marvel Comics
Q173496,Non-Pareil Publishing Corp.,Marvel Comics
Q173496,"Olympia Publications, Inc.",Marvel Comics
Q173496,"Prime Publications, Inc.",Marvel Comics
Q173496,"Sphere Publications, Inc.",Marvel Comics
Q173496,U.S.A. Comic Magazine Corp.,Marvel Comics
Q173496,"Vista Publications, Inc.",Marvel Comics
Q173496,"Western Fiction Publishing Co., Inc.",Marvel Comics
Q173496,Zenith Publishing Corporation,Marvel Comics
Q186215,James Jordan,Jim Jordan
Q186215,James Daniel Jordan,Jim Jordan
Q186215,"James Daniel ""Jim"" Jordan",Jim Jordan
Q201562,Hayley Nichole Williams,Hayley Williams
Q270410,Saw 2,Saw II
Q305561,quadball,Quidditch
Q329816,Senators,Texas Rangers
Q329816,Washington Senators,Texas Rangers
Q329816,Rangers,Texas Rangers
Q4248351,Joanna (first name),Joanna
Q4248351,Joanna (given name),Joanna
Q842375,BAA Finals [1947–49],NBA Finals
Q842375,BAA World Championship Series [1947-49],NBA Finals
Q842375,Basketball Association of America World Championship Series [1947-49],NBA Finals
Q842375,National Basketball Association World Championship Series [until 1987],NBA Finals
Q842375,NBA title,NBA Finals
Q842375,NBA World Championship Series [until 1987],NBA Finals
Q5096273,"Chicken Soup for the Soul Publishing, LLC",Chicken Soup for the Soul
Q6582527,MGS,Metal Gear Solid
Q6582527,Metal Gear 3,Metal Gear Solid
Q6582527,MGS1,Metal Gear Solid
Q63243883,Olivia Isabel Rodrigo,Olivia Rodrigo
Q816,AZ,Arizona
Q816,Ariz.,Arizona
Q816,"Arizona, United States",Arizona
Q816,Grand Canyon State,Arizona
Q816,State of Arizona,Arizona
Q816,The Grand Canyon State,Arizona
Q816,US-AZ,Arizona
Q1223,WA,Washington
Q1223,Evergreen State,Washington
Q1223,State of Washington,Washington
Q1223,US-WA,Washington
Q1223,Washington (state),Washington
Q1223,Washington State,Washington
Q173,Bama,Alabama
Q173,Ala,Alabama
Q173,Ala.,Alabama
Q173,Heart of Dixie,Alabama
Q173,State of Alabama,Alabama
Q173,The Yellowhammer State,Alabama
Q173,US-AL,Alabama
Q1514,Pearl,Janis Joplin
Q1514,the Pearl,Janis Joplin
Q9448,English Premiership,Premier League
Q9448,Premiership,Premier League
Q9448,EPL,Premier League
Q9448,PL,Premier League
Q9448,England Premier League,Premier League
Q9448,English Premier League,Premier League
Q9448,Premier League of England,Premier League
Q43473,City of Temples,Angkor Wat
Q43473,Nokor Wat,Angkor Wat
Q43473,Prasat Angkor Wat,Angkor Wat
Q43473,Temple City,Angkor Wat
Q43473,Vrah Visnuloka,Angkor Wat
Q43473,Vrah Viṣṇuloka,Angkor Wat
Q43473,Brah Bisnulok,Angkor Wat
Q43473,Brah Bisnulōk,Angkor Wat
Q13987,Kiusiu,Kyushu
Q13987,Kyushu I.,Kyushu
Q13987,Kyushu Is.,Kyushu
Q13987,Kyûshû,Kyushu
Q13987,Kyushu Island,Kyushu
Q13987,Kyūshū,Kyushu
Q16559,"Austin, Texas",Austin
Q16559,"Austin, TX",Austin
Q11816,John Adams,John Quincy Adams
Q11816,John Q. Adams,John Quincy Adams
Q11816,J. Adams,John Quincy Adams
Q11816,President Adams,John Quincy Adams
Q11816,JQA,John Quincy Adams
Q11816,J. Q. Adams,John Quincy Adams
Q128069,Cuse,Syracuse
Q128069,"Syracuse, New York",Syracuse
Q128069,"Syracuse, NY",Syracuse
Q128069,Salt City,Syracuse
Q128069,'Cuse,Syracuse
Q49074,"Kurt Vonnegut, Jr.",Kurt Vonnegut
Q187765,Genri Miller,Henry Miller
Q187765,Henri Miller,Henry Miller
Q187765,Phineas Flapdoodle,Henry Miller
Q130614,Senatus,Roman Senate
Q130614,Senate of ancient Rome,Roman Senate
Q130614,Senate of Rome,Roman Senate
Q158940,Eduardo Dorrance,Bane
Q171905,Eric Bishop,Jamie Foxx
Q171905,Eric Marlon Bishop,Jamie Foxx
Q221202,Home Alone 2,Home Alone 2: Lost in New York
Q221202,Home Alone 2 Lost in New York,Home Alone 2: Lost in New York
Q194220,Nas Escobar,Nas
Q194220,Nasir bin Olu Dara Jones,Nas
Q194220,Nasir Jones,Nas
Q194220,Nasty Nas,Nas
Q204943,Brian Dawson Jones,Brian Jones
Q204943,Lewis Brian Hopkin Jones,Brian Jones
Q204943,Elmo Lewis,Brian Jones
Q208231,Deep Impact Flyby,Deep Impact
Q298255,Rob Straker,Rob Zombie
Q298255,Robert Bartleh Cummings,Rob Zombie
Q318017,1st Earl of Leicester,"Robert Dudley, 1st Earl of Leicester"
Q318017,Robert Dudley,"Robert Dudley, 1st Earl of Leicester"
Q318017,"Robert Dudley, Earl of Leicester","Robert Dudley, 1st Earl of Leicester"
Q318017,Sir Robert Dudley,"Robert Dudley, 1st Earl of Leicester"
Q358345,"William December ""Billy Dee"" Williams Jr.",Billy Dee Williams
Q358345,William December Williams Jr.,Billy Dee Williams
Q1068734,"HAL Laboratory, Inc.",HAL Laboratory
Q1068734,HALKEN,HAL Laboratory
Q1142992,The Coliseum,Nissan Stadium
Q1142992,Adelphia Coliseum,Nissan Stadium
Q1142992,LP Field,Nissan Stadium
Q465469,American League of Professional Baseball Clubs,American League
Q465469,Junior Circuit,American League
Q642707,Rare,Rare Ltd.
Q642707,Ashby Computer & Graphics,Rare Ltd.
Q642707,Rareware,Rare Ltd.
Q642707,RAREWARE,Rare Ltd.
Q642707,Ashby Computers and Graphics Limited,Rare Ltd.
Q1064135,Uncharted Series,Uncharted
Q2746504,"Englewood, Chicago",Englewood
Q2746504,"Englewood, Chicago, Illinois",Englewood
Q2746504,"Englewood, Illinois",Englewood
Q2886622,Narnia country,Narnia
Q2886622,the land of Narnia,Narnia
Q39086965,South Asian American,South Asian Americans
Q39086965,Desi Americans,South Asian Americans
Q39086965,Desi American,South Asian Americans
Q1149089,Columbia University Law School,Columbia Law School
Q1149089,Columbia University School of Law,Columbia Law School
Q1710023,2015 Super Bowl,Super Bowl XLIX
Q1710023,Super Bowl 2015,Super Bowl XLIX
Q1710023,Super Bowl 49,Super Bowl XLIX
Q2056770,Christopher Butler,Chris Butler
Q2093017,1st United States Volunteer Cavalry,Rough Riders
Q2093017,The Rough Riders,Rough Riders
Q2093017,First U.S. Volunteer Cavalry Regiment,Rough Riders
Q1397,OH,Ohio
Q1397,State of Ohio,Ohio
Q1397,"Ohio, United States",Ohio
Q1397,Buckeye State,Ohio
Q1397,US-OH,Ohio
Q1450,Peter Hernandez,Bruno Mars
Q1450,Peter Gene Hernandez,Bruno Mars
Q1450,Bruno Jackson Mars,Bruno Mars
Q1261,Centennial State,Colorado
Q1261,Colo.,Colorado
Q1261,"Colorado, United States",Colorado
Q1261,State of Colorado,Colorado
Q1261,US-CO,Colorado
Q5950,The Godfather of Soul,James Brown
Q5950,Mr. Dynamite,James Brown
Q5950,"James Joseph Brown, Jr.",James Brown
Q5950,Soul Brother #1ffff,James Brown
Q1904,"Ontario, Canada",Ontario
Q1904,ON,Ontario
Q1904,ONT,Ontario
Q1904,CA-ON,Ontario
Q1904,Ont.,Ontario
Q1904,Province of Ontario,Ontario
Q1904,The Heartland Province,Ontario
Q10737,self-murder,suicide
Q10737,killed by self,suicide
Q10737,self-killing,suicide
Q10737,killing oneself,suicide
Q10737,self-inflicted death,suicide
Q6107,Tupac,Tupac Shakur
Q6107,Makaveli,Tupac Shakur
Q6107,2Pac,Tupac Shakur
Q6107,Lesane Crooks,Tupac Shakur
Q6107,Lesane Parish Crooks,Tupac Shakur
Q6107,Tupac Amaru Shakur,Tupac Shakur
Q6107,Tupac Omar Shakur,Tupac Shakur
Q23844,George Timothy Clooney,George Clooney
Q34460,Gwyneth Kate Paltrow,Gwyneth Paltrow
Q16552,"San Diego, California",San Diego
Q16552,Sandi,San Diego
Q16552,America's Finest City,San Diego
Q16552,"San Diego, CA",San Diego
Q16552,the birthplace of California,San Diego
Q16552,"San Diego, Calif.",San Diego
Q29294,233 S Wacker Drive,Willis Tower
Q29294,233 S. Wacker Drive,Willis Tower
Q29294,233 South Wacker Drive,Willis Tower
Q29294,Sears Tower,Willis Tower
Q41163,Alfredo James Pacino,Al Pacino
Q41163,Alfred James Pacino,Al Pacino
Q41163,Alfred Pacino,Al Pacino
Q41163,Alfredo Pacino,Al Pacino
Q72334,Chloe Anthony Wofford,Toni Morrison
Q72334,Chloe Anthony Wofford Morrison,Toni Morrison
Q72334,Chloe Anthony Wofford-Morrison,Toni Morrison
Q72334,Chloe Ardelia Wofford,Toni Morrison
Q47447,Edward Christopher Sheeran,Ed Sheeran
Q47447,Edward Sheeran,Ed Sheeran
Q51582,Billy Friedkin,William Friedkin
Q51582,William David Friedkin,William Friedkin
Q107940,The Motion Picture,Star Trek: The Motion Picture
Q107940,Star Trek 1,Star Trek: The Motion Picture
Q107940,Star Trek I,Star Trek: The Motion Picture
Q127367,Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
Q127367,The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring
Q159817,Don Carlos,"Carlos, Prince of Asturias"
Q159817,Carlos,"Carlos, Prince of Asturias"
Q159817,Carlos von Habsbirg,"Carlos, Prince of Asturias"
Q159817,Charles von Habsburg,"Carlos, Prince of Asturias"
Q159817,"Charles, Prince of Asturias","Carlos, Prince of Asturias"
Q167818,Air McNair,Steve McNair
Q167818,Stephen LaTreal McNair,Steve McNair
Q167818,Steve LaTreal McNair,Steve McNair
Q184198,DC,Dreamcast
Q184198,Sega Dreamcast,Dreamcast
Q193638,Shibuya,Shibuya-ku
Q209715,Coronation,coronation
Q209715,crowning,coronation
Q221103,John Carpenter's Halloween,Halloween
Q223687,Wesley Anderson,Wes Anderson
Q223687,Wesley Wales Anderson,Wes Anderson
Q499169,Rose Capital of the World,Tyler
Q499169,"Tyler, Texas",Tyler
Q499169,"Tyler, TX",Tyler
Q499169,Yellow Rose of Texas,Tyler
Q499169,Rose Capital,Tyler
Q277551,P!ATD,Panic! at the Disco
Q277551,Panic at the Disco,Panic! at the Disco
Q277551,Panic! at The Disco,Panic! at the Disco
Q335876,Patrick Timothy Kane II,Patrick Kane
Q392565,BBMAs,Billboard Music Awards
Q392565,Billboard Music Award,Billboard Music Awards
Q652022,John-117,Master Chief
Q652022,Master Chief Petty Officer John-117,Master Chief
Q652022,Sierra 117,Master Chief
Q652022,Chief,Master Chief
Q652022,“Demon”,Master Chief
Q652022,John Halo,Master Chief
Q652022,John 117,Master Chief
Q599095,En,Deep Blue Sea
Q639619,SMB3,Super Mario Bros. 3
Q639619,Mario 3,Super Mario Bros. 3
Q639619,Mario Bros. 3,Super Mario Bros. 3
Q639619,SMB 3,Super Mario Bros. 3
Q639619,Super Mario 3,Super Mario Bros. 3
Q639619,Super Mario Bros 3,Super Mario Bros. 3
Q639619,Super Mario Brothers 3,Super Mario Bros. 3
Q810927,hitter,batter
Q810927,batsman,batter
Q1051088,Baseball Commissioner,Commissioner of Baseball
Q1051088,Commissioner of MLB,Commissioner of Baseball
Q1051088,MLB Commissioner,Commissioner of Baseball
Q1073454,1986 Super Bowl,Super Bowl XX
Q1073454,Super Bowl 1986,Super Bowl XX
Q1073454,Super Bowl 20,Super Bowl XX
Q1118823,Thomas John Guiry,Tom Guiry
Q1130516,Millennium Park (Chicago),Millennium Park
Q1276681,Bruce Springsteen & The E-Street Band,E Street Band
Q1277193,Earl Sidney Weaver,Earl Weaver
Q1996763,"Doctor Ivo ""Eggman"" Robotnik",Doctor Eggman
Q1996763,Doctor Ivo Robotnik,Doctor Eggman
Q1996763,Doctor Robotnik,Doctor Eggman
Q1996763,Dr Eggman,Doctor Eggman
Q1996763,Dr Robotnik,Doctor Eggman
Q1996763,Dr. Eggman,Doctor Eggman
Q1996763,Dr. Ivo Robotnik,Doctor Eggman
Q1996763,Dr. Robotnik,Doctor Eggman
Q1996763,Eggman,Doctor Eggman
Q1996763,Ivo Robotnik,Doctor Eggman
Q1996763,Robotnik,Doctor Eggman
Q15929781,Jhené,Jhené Aiko
Q15929781,Jhené Aiko Efuru Chilombo,Jhené Aiko
Q21772117,Rey Palpatine,Rey
Q21772117,Rey Skywalker,Rey
Q2195491,Ar's Apentice,Ranger's Apprentice
Q2695156,Caped Crusader,Batman
Q2695156,Matches Malone,Batman
Q2695156,Mordecai Wayne,Batman
Q2695156,Sir Hemingford Grey,Batman
Q2695156,the Bat,Batman
Q2695156,the Bat-Man,Batman
Q2695156,the Batman,Batman
Q2695156,the Caped Crusader,Batman
Q2695156,the Dark Knight,Batman
Q2695156,the Insider,Batman
Q2695156,the World's Greatest Detective,Batman
Q2695156,"Wayne, Bruce",Batman
Q2695156,Bruce Wayne,Batman
Q2695156,Bat-Man,Batman
Q45,Portuguese Republic,Portugal
Q45,PRT,Portugal
Q45,POR,Portugal
Q100,Bostonia,Boston
Q100,The Hub,Boston
Q100,"Boston, MA",Boston
Q100,"Boston, Massachusetts",Boston
Q100,City of Boston,Boston
Q100,Beantown,Boston
Q100,"Boston, Mass.",Boston
Q100,Puritan City,Boston
Q100,The Athens of America,Boston
Q100,The Cradle of Liberty,Boston
Q100,The Cradle of Modern America,Boston
Q100,The Hub of the Universe,Boston
Q100,The Walking City,Boston
Q100,Bean Town,Boston
Q100,Boston (MA),Boston
Q100,"Boston MA, United States",Boston
Q100,"Boston, Massachusetts, United States",Boston
Q100,"Boston, Massachusetts, United States of America",Boston
Q100,"Boston, Massachusetts, US",Boston
Q100,"Boston, United States",Boston
Q100,"Boston, USA",Boston
Q100,Capital of Massachusetts,Boston
Q100,The hub of the universe,Boston
Q100,"Boston, Mass",Boston
Q397,Latin language,Latin
Q397,la,Latin
Q397,lat,Latin
Q117,Republic of Ghana,Ghana
Q117,gh,Ghana
Q117,GHA,Ghana
Q892,Tolkien,J. R. R. Tolkien
Q892,J-R-R Tolkien,J. R. R. Tolkien
Q892,J.R.R. Tolkien,J. R. R. Tolkien
Q892,John R. R. Tolkien,J. R. R. Tolkien
Q892,John Ronald Reuel Tolkien,J. R. R. Tolkien
Q892,John Tolkien,J. R. R. Tolkien
Q892,J.R.R Tolkien,J. R. R. Tolkien
Q1065,the U.N.,United Nations
Q1065,the UN,United Nations
Q1065,United Nations Organization,United Nations
Q1065,U.N.,United Nations
Q1065,UN,United Nations
Q1065,UNO,United Nations
Q1065,🇺🇳,United Nations
Q6010,rap,rapping
Q6010,rap music,rapping
Q6010,rhyming,rapping
Q6010,spitting,rapping
Q6010,emceeing,rapping
Q6010,MCing,rapping
Q6010,flowing,rapping
Q1546,"Iowa, United States",Iowa
Q1546,Hawk-eye State,Iowa
Q1546,State of Iowa,Iowa
Q1546,The Land Between Two Rivers,Iowa
Q1546,US-IA,Iowa
Q1546,IA,Iowa
Q1387,RI,Rhode Island
Q1387,Road Island,Rhode Island
Q1387,Providence Plantations,Rhode Island
Q1387,little rhodie,Rhode Island
Q1387,Little Rhody,Rhode Island
Q1387,Rhode Island and Providence Plantations,Rhode Island
Q1387,"Rhode Island, United States",Rhode Island
Q1387,State of Rhode Island,Rhode Island
Q1387,State of Rhode Island and Providence Plantations,Rhode Island
Q1387,The Ocean State,Rhode Island
Q1387,US-RI,Rhode Island
Q1387,13th State,Rhode Island
Q1387,Ocean State,Rhode Island
Q1387,Rhode island,Rhode Island
Q1387,Rhode Island (state),Rhode Island
Q1387,Rhode Island (U.S. state),Rhode Island
Q1387,Rhode island and providence plantations,Rhode Island
Q1387,Rhode island state,Rhode Island
Q1387,Rhode Island state,Rhode Island
Q1387,Rhode Island State,Rhode Island
Q1387,RhodeIsland,Rhode Island
Q1387,The State of Rhode Island and Providence Plantations,Rhode Island
Q6198,Pepi II Neferkare,Pepi II
Q6198,Pepy II,Pepi II
Q9759,blues music,blues
Q11578,Venus Ebony Starr Williams,Venus Williams
Q11975,Britney Bitch,Britney Spears
Q11975,Britney Jean Spears,Britney Spears
Q11975,Princess of Pop,Britney Spears
Q11975,The Princess of Pop,Britney Spears
Q11975,Maria River Red,Britney Spears
Q13979,Saturday Night,Saturday Night Live
Q13979,NBC's Saturday Night,Saturday Night Live
Q23760,Rowan Sebastian Atkinson,Rowan Atkinson
Q37320,"Cleveland, Ohio",Cleveland
Q37320,"Cleveland, OH",Cleveland
Q38733,"Helena, Montana",Helena
Q38733,"Helena, MT",Helena
Q42101,Denzel Hayes Washington Jr.,Denzel Washington
Q42101,"Denzel Hayes Washington, Jr.",Denzel Washington
Q42101,Denzel Hayes Washington,Denzel Washington
Q42101,Denzel Washington Jr.,Denzel Washington
Q42101,"Denzel Washington, Jr.",Denzel Washington
Q127819,James Edward Kelly,Jim Kelly
Q129429,Leigh,Vivien Leigh
Q129429,Lady Olivier,Vivien Leigh
Q129429,Vivien Leigh,Vivien Leigh
Q129429,"Vivien Leigh, Lady Olivier",Vivien Leigh
Q134556,music single,single
Q56094,Francis Coppola,Francis Ford Coppola
Q152451,"Edmund Gerald ""Jerry"" Brown Jr.",Jerry Brown
Q152451,Edmund Gerald Brown,Jerry Brown
Q152451,Edmund Gerald Brown Jr.,Jerry Brown
Q152451,"Edmund Gerald Brown, Jr.",Jerry Brown
Q174396,male fairy,elf
Q176772,Snape,Severus Snape
Q176772,Half-Blood Prince,Severus Snape
Q176772,Professor Snape,Severus Snape
Q186437,Game Boy Classic,Game Boy
Q186437,Gameboy,Game Boy
Q186437,GB Classic,Game Boy
Q186437,Nintendo Game Boy,Game Boy
Q186437,Nintendo Gameboy,Game Boy
